Source,Target,Weight,Direction of correlation,Correlation P-value,PD-associated
Enterococcus_casseliflavus,Anaerostipes_sp_494a,0.0653,+,0.007,No
Enterococcus_casseliflavus,Blautia_hansenii,0.1099,+,0.006,Yes
Enterococcus_casseliflavus,Blautia_obeum,0.0715,-,0.019,No
Enterococcus_casseliflavus,Blautia_producta,0.084,+,0.006,No
Enterococcus_casseliflavus,Ruminococcus_gnavus,0.0935,+,0.007,No
Enterococcus_casseliflavus,Butyrivibrio_crossotus,0.0278,+,0.042,No
Enterococcus_casseliflavus,Butyrivibrio_sp_CAG_318,0.0569,+,0.016,No
Enterococcus_casseliflavus,Dorea_formicigenerans,0.0867,-,0.003,No
Enterococcus_casseliflavus,Dorea_sp_D27,0.0444,+,0.011,No
Enterococcus_casseliflavus,Fusicatenibacter_saccharivorans,0.0626,-,0.038,Yes
Enterococcus_casseliflavus,Clostridium_aldenense,0.0589,+,0.039,No
Enterococcus_casseliflavus,Clostridium_clostridioforme,0.0687,+,0.023,No
Enterococcus_casseliflavus,Clostridium_hylemonae,0.1167,+,0.006,Yes
Enterococcus_casseliflavus,Lachnoclostridium_sp_An118,0.0466,+,0.044,No
Enterococcus_casseliflavus,Lachnoclostridium_sp_An14,0.0487,+,0.047,No
Enterococcus_casseliflavus,Lachnospiraceae_bacterium_2_1_46FAA,0.0706,+,0.024,No
Enterococcus_casseliflavus,Lachnospiraceae_bacterium_oral_taxon_096,0.0584,+,0.007,No
Enterococcus_casseliflavus,Marvinbryantia_formatexigens,0.038,+,0.002,No
Enterococcus_casseliflavus,Robinsoniella_sp_RHS,0.0724,+,0.009,No
Enterococcus_casseliflavus,Roseburia_faecis,0.0725,-,0.022,Yes
Enterococcus_casseliflavus,Roseburia_hominis,0.0663,-,0.033,No
Enterococcus_casseliflavus,Roseburia_intestinalis,0.06,-,0.045,Yes
Enterococcus_casseliflavus,Roseburia_inulinivorans,0.0824,-,0.007,Yes
Enterococcus_casseliflavus,Roseburia_sp_CAG_303,0.0536,+,0.008,No
Enterococcus_casseliflavus,Oscillibacter_sp_CAG_241,0.0747,-,0.013,No
Enterococcus_casseliflavus,Oscillibacter_sp_PC13,0.037,+,0.033,No
Enterococcus_casseliflavus,Peptococcus_niger,0.0509,+,0.01,No
Enterococcus_casseliflavus,Clostridioides_difficile,0.0584,+,0.018,No
Enterococcus_casseliflavus,Clostridium_hiranonis,0.0588,+,0.035,No
Enterococcus_casseliflavus,Peptostreptococcus_anaerobius,0.0359,+,0.033,No
Enterococcus_casseliflavus,Peptostreptococcus_stomatis,0.0412,+,0.017,No
Enterococcus_casseliflavus,Agathobaculum_butyriciproducens,0.0599,-,0.042,No
Enterococcus_casseliflavus,Anaerofilum_sp_An201,0.024,+,0.048,No
Enterococcus_casseliflavus,Anaeromassilibacillus_sp_An172,0.0445,+,0.017,No
Enterococcus_casseliflavus,Anaeromassilibacillus_sp_An250,0.0589,-,0.045,No
Enterococcus_casseliflavus,Faecalibacterium_prausnitzii,0.0853,-,0.019,Yes
Enterococcus_casseliflavus,Gemmiger_formicilis,0.0671,-,0.03,No
Enterococcus_casseliflavus,Gemmiger_sp_An120,0.0547,+,0.015,No
Enterococcus_casseliflavus,Gemmiger_sp_An87,0.0474,+,0.027,No
Enterococcus_casseliflavus,Clostridium_leptum,0.1177,-,0.001,Yes
Enterococcus_casseliflavus,Clostridium_methylpentosum,0.0652,+,0.041,No
Enterococcus_casseliflavus,Eubacterium_siraeum,0.0978,-,0.004,No
Enterococcus_casseliflavus,Ruminococcus_bromii,0.0614,-,0.034,No
Enterococcus_casseliflavus,Ruminococcus_obeum_CAG_39,0.0368,+,0.043,No
Enterococcus_casseliflavus,Ruminococcus_sp_CAG_488,0.0555,+,0.013,No
Enterococcus_casseliflavus,Ruminococcus_sp_CAG_563,0.0394,+,0.007,No
Enterococcus_casseliflavus,Ruminococcus_sp_CAG_624,0.041,+,0.007,No
Enterococcus_casseliflavus,Coprobacillus_cateniformis,0.0962,+,0.011,Yes
Enterococcus_casseliflavus,Clostridium_spiroforme,0.0839,+,0.02,No
Enterococcus_casseliflavus,Erysipelothrix_larvae,0.0376,+,0.022,No
Enterococcus_casseliflavus,Faecalicoccus_pleomorphus,0.0353,+,0.023,No
Enterococcus_casseliflavus,Holdemania_filiformis,0.0622,-,0.04,No
Enterococcus_casseliflavus,Massiliomicrobiota_timonensis,0.1009,+,0.012,No
Enterococcus_casseliflavus,Firmicutes_bacterium_CAG_238,0.0662,+,0.006,No
Enterococcus_casseliflavus,Firmicutes_bacterium_CAG_555,0.0316,+,0.02,No
Enterococcus_casseliflavus,Megamonas_funiformis_CAG_377,0.0307,+,0.049,No
Enterococcus_casseliflavus,Mitsuokella_jalaludinii,0.0568,+,0.007,No
Enterococcus_casseliflavus,Mitsuokella_multacida,0.0706,+,0.005,No
Enterococcus_casseliflavus,Anaeroglobus_geminatus,0.0268,+,0.032,No
Enterococcus_casseliflavus,Megasphaera_elsdenii,0.033,+,0.037,No
Enterococcus_casseliflavus,Megasphaera_micronuciformis,0.0589,+,0.02,No
Enterococcus_casseliflavus,Megasphaera_stantonii,0.0617,+,0.003,No
Enterococcus_casseliflavus,Veillonella_seminalis,0.0798,+,0.009,No
Enterococcus_casseliflavus,Veillonella_sp_CAG_933,0.0671,+,0.018,No
Enterococcus_casseliflavus,Veillonella_sp_T11011_6,0.0262,+,0.037,No
Enterococcus_casseliflavus,Veillonella_tobetsuensis,0.051,+,0.024,No
Enterococcus_casseliflavus,Parvimonas_micra,0.0577,+,0.005,No
Enterococcus_casseliflavus,Peptoniphilus_coxii,0.058,+,0.015,No
Enterococcus_casseliflavus,Peptoniphilus_harei,0.054,+,0.013,No
Enterococcus_casseliflavus,Fusobacterium_mortiferum,0.0348,+,0.017,No
Enterococcus_casseliflavus,Fusobacterium_naviforme,0.0408,+,0.015,No
Enterococcus_casseliflavus,Fusobacterium_nucleatum,0.0499,+,0.009,No
Enterococcus_casseliflavus,Fusobacterium_sp_CAG_439,0.0492,+,0.032,No
Enterococcus_casseliflavus,Fusobacterium_ulcerans,0.0639,+,0.028,No
Enterococcus_casseliflavus,Fusobacterium_varium,0.0873,+,0.023,No
Enterococcus_casseliflavus,Oligella_urethralis,0.0413,+,0.01,No
Enterococcus_casseliflavus,Lautropia_mirabilis,0.0584,+,0.012,No
Enterococcus_casseliflavus,Comamonas_kerstersii,0.0528,+,0.01,No
Enterococcus_casseliflavus,Bilophila_wadsworthia,0.0765,-,0.014,No
Enterococcus_casseliflavus,Campylobacter_concisus,0.0705,+,0.008,No
Enterococcus_casseliflavus,Campylobacter_gracilis,0.0673,+,0.048,No
Enterococcus_casseliflavus,Campylobacter_hominis,0.0496,+,0.009,No
Enterococcus_casseliflavus,Aeromonas_allosaccharophila,0.071,+,0.007,No
Enterococcus_casseliflavus,Aeromonas_veronii,0.058,+,0.01,No
Enterococcus_casseliflavus,Anaerobiospirillum_thomasii,0.0532,+,0.011,No
Enterococcus_casseliflavus,Succinatimonas_hippei,0.0682,+,0.012,No
Enterococcus_casseliflavus,Citrobacter_amalonaticus,0.0881,+,0.016,No
Enterococcus_casseliflavus,Citrobacter_braakii,0.0452,+,0.016,No
Enterococcus_casseliflavus,Citrobacter_europaeus,0.0512,+,0.015,No
Enterococcus_casseliflavus,Citrobacter_farmeri,0.0495,+,0.026,No
Enterococcus_casseliflavus,Citrobacter_freundii,0.0547,+,0.042,No
Enterococcus_casseliflavus,Citrobacter_koseri,0.0373,+,0.01,No
Enterococcus_casseliflavus,Citrobacter_pasteurii,0.0528,+,0.01,No
Enterococcus_casseliflavus,Citrobacter_portucalensis,0.0731,+,0.008,No
Enterococcus_casseliflavus,Citrobacter_werkmanii,0.0649,+,0.025,No
Enterococcus_casseliflavus,Citrobacter_youngae,0.0629,+,0.038,No
Enterococcus_casseliflavus,Enterobacter_mori,0.0541,+,0.01,No
Enterococcus_casseliflavus,Klebsiella_michiganensis,0.0306,+,0.024,No
Enterococcus_casseliflavus,Klebsiella_pneumoniae,0.0659,+,0.041,Yes
Enterococcus_casseliflavus,Klebsiella_quasipneumoniae,0.0788,+,0.018,Yes
Enterococcus_casseliflavus,Klebsiella_variicola,0.0725,+,0.034,No
Enterococcus_casseliflavus,Kluyvera_ascorbata,0.0506,+,0.027,No
Enterococcus_casseliflavus,Pluralibacter_gergoviae,0.0639,+,0.007,No
Enterococcus_casseliflavus,Raoultella_ornithinolytica,0.0661,+,0.011,No
Enterococcus_casseliflavus,Raoultella_planticola,0.0645,+,0.017,No
Enterococcus_casseliflavus,Hafnia_paralvei,0.0518,+,0.019,No
Enterococcus_casseliflavus,Morganella_morganii,0.0698,+,0.01,No
Enterococcus_casseliflavus,Proteus_mirabilis,0.078,+,0.027,No
Enterococcus_casseliflavus,Aggregatibacter_segnis,0.0483,+,0.011,No
Enterococcus_casseliflavus,Haemophilus_sputorum,0.0511,+,0.014,No
Enterococcus_casseliflavus,Pseudomonas_aeruginosa_group,0.051,+,0.029,No
Enterococcus_casseliflavus,Pseudomonas_fragi,0.0442,+,0.011,No
Enterococcus_casseliflavus,Pseudomonas_helleri,0.0668,+,0.006,No
Enterococcus_casseliflavus,Fretibacterium_fastidiosum,0.0797,+,0.005,No
Enterococcus_casseliflavus,Pyramidobacter_piscolens,0.0529,+,0.035,No
Enterococcus_casseliflavus,Pyramidobacter_sp_C12_8,0.0588,+,0.011,No
Enterococcus_casseliflavus,Candida_albicans,0.0339,+,0.011,No
Enterococcus_casseliflavus,Saccharomyces_cerevisiae,0.0452,+,0.019,No
Enterococcus_casseliflavus,Blastocystis_sp_subtype_1,0.0775,+,0.011,No
Enterococcus_faecalis,Lactobacillus_algidus,0.0881,+,0.039,No
Enterococcus_faecalis,Lactobacillus_crispatus,0.0994,+,0.032,No
Enterococcus_faecalis,Lactobacillus_farciminis,0.0762,+,0.019,No
Enterococcus_faecalis,Lactobacillus_oris,0.1822,+,0.002,No
Enterococcus_faecalis,Lactobacillus_paragasseri,0.1041,+,0.043,Yes
Enterococcus_faecalis,Lactobacillus_plantarum,0.1255,+,0.018,No
Enterococcus_faecalis,Lactobacillus_rhamnosus,0.1318,+,0.017,Yes
Enterococcus_faecalis,Lactobacillus_vaginalis,0.1408,+,0.015,No
Enterococcus_faecalis,Leuconostoc_mesenteroides,0.1301,+,0.023,No
Enterococcus_faecalis,Weissella_cibaria,0.0986,+,0.036,No
Enterococcus_faecalis,Streptococcus_agalactiae,0.137,+,0.01,No
Enterococcus_faecalis,Streptococcus_australis,0.158,+,0.005,Yes
Enterococcus_faecalis,Streptococcus_infantis,0.1345,+,0.014,Yes
Enterococcus_faecalis,Streptococcus_oralis,0.197,+,0.002,No
Enterococcus_faecalis,Streptococcus_sanguinis,0.1805,+,0.004,No
Enterococcus_faecalis,Butyribacterium_methylotrophicum,0.0953,+,0.026,No
Enterococcus_faecalis,Clostridium_perfringens,0.1043,+,0.032,No
Enterococcus_faecalis,Clostridium_sp_CAG_411,0.0992,+,0.046,No
Enterococcus_faecalis,Clostridium_ventriculi,0.1078,+,0.021,No
Enterococcus_faecalis,Bacteroides_pectinophilus,0.1358,+,0.016,No
Enterococcus_faecalis,Clostridium_symbiosum,0.1311,-,0.026,No
Enterococcus_faecalis,Intestinibacter_bartlettii,0.1428,+,0.007,No
Enterococcus_faecalis,Ruminococcus_sp_CAG_488,0.075,+,0.033,No
Enterococcus_faecalis,Faecalicoccus_pleomorphus,0.0929,+,0.047,No
Enterococcus_faecalis,Parvimonas_micra,0.091,+,0.014,No
Enterococcus_faecalis,Peptoniphilus_coxii,0.1001,+,0.04,No
Enterococcus_faecalis,Peptoniphilus_harei,0.0528,+,0.04,No
Enterococcus_faecalis,Bilophila_wadsworthia,0.1237,-,0.023,No
Enterococcus_faecalis,Anaerobiospirillum_thomasii,0.0576,+,0.04,No
Enterococcus_faecalis,Klebsiella_michiganensis,0.1463,+,0.018,No
Enterococcus_faecalis,Pluralibacter_gergoviae,0.1702,+,0.003,No
Enterococcus_faecalis,Pyramidobacter_piscolens,0.127,+,0.009,No
Enterococcus_faecalis,Pyramidobacter_sp_C12_8,0.091,+,0.02,No
Enterococcus_faecalis,Candida_albicans,0.1393,+,0.01,No
Enterococcus_faecium,Enterococcus_raffinosus,0.1348,+,0.006,Yes
Enterococcus_faecium,Lactobacillus_acidophilus,0.0373,+,0.038,Yes
Enterococcus_faecium,Lactobacillus_crispatus,0.1091,+,0.028,Yes
Enterococcus_faecium,Lactobacillus_delbrueckii,0.1908,+,0.003,Yes
Enterococcus_faecium,Lactobacillus_farciminis,0.0353,+,0.048,Yes
Enterococcus_faecium,Lactobacillus_gasseri,0.1281,+,0.024,Yes
Enterococcus_faecium,Lactobacillus_mucosae,0.1627,+,0.012,Yes
Enterococcus_faecium,Lactobacillus_oris,0.1273,+,0.022,Yes
Enterococcus_faecium,Lactobacillus_rhamnosus,0.1018,+,0.044,Yes
Enterococcus_faecium,Leuconostoc_carnosum,0.0394,+,0.048,Yes
Enterococcus_faecium,Lactococcus_lactis,0.1089,+,0.046,Yes
Enterococcus_faecium,Streptococcus_downei,0.0359,+,0.045,Yes
Enterococcus_faecium,Streptococcus_infantarius,0.0422,+,0.04,Yes
Enterococcus_faecium,Streptococcus_mitis,0.1118,+,0.042,Yes
Enterococcus_faecium,Streptococcus_sp_F0442,0.1665,+,0.009,Yes
Enterococcus_faecium,Streptococcus_thermophilus,0.1121,+,0.049,Yes
Enterococcus_faecium,Streptococcus_viridans,0.0337,+,0.049,Yes
Enterococcus_faecium,Clostridium_butyricum,0.1614,+,0.005,Yes
Enterococcus_faecium,Clostridium_perfringens,0.2173,+,0.002,Yes
Enterococcus_faecium,Clostridium_sp_CAG_632,0.031,+,0.043,Yes
Enterococcus_faecium,Clostridium_sp_D5,0.0869,+,0.033,Yes
Enterococcus_faecium,Clostridiales_bacterium_CHKCI001,0.0503,+,0.038,Yes
Enterococcus_faecium,Clostridiales_bacterium_CHKCI006,0.0336,+,0.034,Yes
Enterococcus_faecium,Intestinimonas_butyriciproducens,0.1345,-,0.018,Yes
Enterococcus_faecium,Eubacterium_eligens,0.1377,-,0.012,Yes
Enterococcus_faecium,Eubacterium_sp_CAG_38,0.1216,-,0.037,Yes
Enterococcus_faecium,Anaerosporobacter_mobilis,0.0432,+,0.042,Yes
Enterococcus_faecium,Anaerostipes_caccae,0.1133,+,0.034,Yes
Enterococcus_faecium,Blautia_coccoides,0.1306,+,0.022,Yes
Enterococcus_faecium,Blautia_hydrogenotrophica,0.1305,-,0.029,Yes
Enterococcus_faecium,Butyrivibrio_crossotus,0.1233,+,0.037,Yes
Enterococcus_faecium,Coprococcus_catus,0.1296,-,0.025,Yes
Enterococcus_faecium,Dorea_sp_D27,0.0298,+,0.049,Yes
Enterococcus_faecium,Fusicatenibacter_saccharivorans,0.1733,-,0.004,Yes
Enterococcus_faecium,Lachnospiraceae_bacterium_oral_taxon_096,0.0342,+,0.041,Yes
Enterococcus_faecium,Marvinbryantia_formatexigens,0.0305,+,0.046,Yes
Enterococcus_faecium,Roseburia_hominis,0.1545,-,0.005,Yes
Enterococcus_faecium,Peptococcus_niger,0.0437,+,0.048,Yes
Enterococcus_faecium,Faecalibacterium_prausnitzii,0.1383,-,0.017,Yes
Enterococcus_faecium,Flavonifractor_plautii,0.1421,-,0.014,Yes
Enterococcus_faecium,Ruminococcaceae_bacterium_D16,0.1178,-,0.029,Yes
Enterococcus_faecium,Ruminococcus_sp_CAG_563,0.0462,+,0.046,Yes
Enterococcus_faecium,Ruthenibacterium_lactatiformans,0.2895,-,0.001,Yes
Enterococcus_faecium,Faecalitalea_cylindroides,0.1192,+,0.039,Yes
Enterococcus_faecium,Firmicutes_bacterium_CAG_83,0.1378,-,0.014,Yes
Enterococcus_faecium,Mitsuokella_jalaludinii,0.0489,+,0.036,Yes
Enterococcus_faecium,Anaeroglobus_geminatus,0.1125,+,0.036,Yes
Enterococcus_faecium,Megasphaera_micronuciformis,0.1063,+,0.008,Yes
Enterococcus_faecium,Veillonella_atypica,0.1276,+,0.017,Yes
Enterococcus_faecium,Veillonella_parvula,0.1193,+,0.026,Yes
Enterococcus_faecium,Veillonella_sp_CAG_933,0.1582,+,0.01,Yes
Enterococcus_faecium,Veillonella_sp_T11011_6,0.1068,+,0.023,Yes
Enterococcus_faecium,Peptoniphilus_harei,0.0391,+,0.04,Yes
Enterococcus_faecium,Fusobacterium_ulcerans,0.1164,+,0.024,Yes
Enterococcus_faecium,Oligella_urethralis,0.1488,+,0.001,Yes
Enterococcus_faecium,Campylobacter_concisus,0.0399,+,0.036,Yes
Enterococcus_faecium,Campylobacter_hominis,0.0385,+,0.044,Yes
Enterococcus_faecium,Aeromonas_allosaccharophila,0.0583,+,0.047,Yes
Enterococcus_faecium,Aeromonas_veronii,0.0397,+,0.044,Yes
Enterococcus_faecium,Anaerobiospirillum_thomasii,0.0521,+,0.043,Yes
Enterococcus_faecium,Succinatimonas_hippei,0.0548,+,0.047,Yes
Enterococcus_faecium,Citrobacter_amalonaticus,0.1189,+,0.014,Yes
Enterococcus_faecium,Citrobacter_braakii,0.145,+,0.013,Yes
Enterococcus_faecium,Citrobacter_europaeus,0.1991,+,0.006,Yes
Enterococcus_faecium,Citrobacter_pasteurii,0.0408,+,0.041,Yes
Enterococcus_faecium,Citrobacter_portucalensis,0.1299,+,0.01,Yes
Enterococcus_faecium,Citrobacter_werkmanii,0.2785,+,0.001,Yes
Enterococcus_faecium,Citrobacter_youngae,0.1342,+,0.017,Yes
Enterococcus_faecium,Enterobacter_mori,0.0365,+,0.039,Yes
Enterococcus_faecium,Klebsiella_pneumoniae,0.1882,+,0.005,Yes
Enterococcus_faecium,Klebsiella_quasipneumoniae,0.1614,+,0.008,Yes
Enterococcus_faecium,Klebsiella_variicola,0.1931,+,0.004,Yes
Enterococcus_faecium,Hafnia_paralvei,0.1788,+,0.004,Yes
Enterococcus_faecium,Morganella_morganii,0.1779,+,0.001,Yes
Enterococcus_faecium,Proteus_mirabilis,0.2023,+,0.003,Yes
Enterococcus_faecium,Aggregatibacter_segnis,0.0296,+,0.045,Yes
Enterococcus_faecium,Pseudomonas_fragi,0.0417,+,0.049,Yes
Enterococcus_faecium,Fretibacterium_fastidiosum,0.038,+,0.046,Yes
Enterococcus_faecium,Pyramidobacter_piscolens,0.1101,+,0.027,Yes
Enterococcus_faecium,Pyramidobacter_sp_C12_8,0.1189,+,0.005,Yes
Enterococcus_gallinarum,Enterococcus_raffinosus,0.0536,+,0.011,No
Enterococcus_gallinarum,Lactobacillus_acidophilus,0.0721,+,0.013,No
Enterococcus_gallinarum,Lactobacillus_algidus,0.031,+,0.018,No
Enterococcus_gallinarum,Lactobacillus_amylovorus,0.0426,+,0.009,No
Enterococcus_gallinarum,Lactobacillus_crispatus,0.0285,+,0.023,No
Enterococcus_gallinarum,Lactobacillus_delbrueckii,0.0397,+,0.048,No
Enterococcus_gallinarum,Lactobacillus_farciminis,0.0506,+,0.009,No
Enterococcus_gallinarum,Lactobacillus_fuchuensis,0.0616,+,0.009,No
Enterococcus_gallinarum,Lactobacillus_helveticus,0.0587,+,0.012,No
Enterococcus_gallinarum,Lactobacillus_johnsonii,0.0317,+,0.034,No
Enterococcus_gallinarum,Lactobacillus_kalixensis,0.0329,+,0.01,No
Enterococcus_gallinarum,Lactobacillus_mucosae,0.0667,+,0.024,No
Enterococcus_gallinarum,Lactobacillus_pentosus,0.0576,+,0.007,No
Enterococcus_gallinarum,Lactobacillus_rhamnosus,0.0918,+,0.019,Yes
Enterococcus_gallinarum,Lactobacillus_sakei,0.0294,+,0.03,No
Enterococcus_gallinarum,Pediococcus_acidilactici,0.0348,+,0.043,No
Enterococcus_gallinarum,Pediococcus_argentinicus,0.1479,+,0.004,No
Enterococcus_gallinarum,Leuconostoc_carnosum,0.0425,+,0.009,No
Enterococcus_gallinarum,Leuconostoc_citreum,0.103,+,0.013,No
Enterococcus_gallinarum,Leuconostoc_lactis,0.0378,+,0.009,No
Enterococcus_gallinarum,Weissella_confusa,0.0303,-,0.042,No
Enterococcus_gallinarum,Streptococcus_agalactiae,0.0404,+,0.009,No
Enterococcus_gallinarum,Streptococcus_australis,0.065,-,0.047,Yes
Enterococcus_gallinarum,Streptococcus_cristatus,0.0247,+,0.041,No
Enterococcus_gallinarum,Streptococcus_downei,0.0542,+,0.009,No
Enterococcus_gallinarum,Streptococcus_gordonii,0.1084,-,0.005,No
Enterococcus_gallinarum,Streptococcus_infantarius,0.056,+,0.002,No
Enterococcus_gallinarum,Streptococcus_milleri,0.0361,+,0.038,No
Enterococcus_gallinarum,Streptococcus_mutans,0.0695,-,0.033,Yes
Enterococcus_gallinarum,Streptococcus_parasanguinis,0.0748,-,0.033,No
Enterococcus_gallinarum,Streptococcus_pasteurianus,0.0471,+,0.046,No
Enterococcus_gallinarum,Streptococcus_sobrinus,0.0454,+,0.01,No
Enterococcus_gallinarum,Streptococcus_sp_HMSC071D03,0.0481,+,0.017,No
Enterococcus_gallinarum,Streptococcus_sp_HPH0090,0.0275,+,0.023,No
Enterococcus_gallinarum,Streptococcus_viridans,0.0397,+,0.008,No
Enterococcus_gallinarum,Butyricicoccus_porcorum,0.0605,+,0.006,No
Enterococcus_gallinarum,Clostridium_butyricum,0.068,+,0.013,No
Enterococcus_gallinarum,Clostridium_cadaveris,0.2545,+,0.001,No
Enterococcus_gallinarum,Clostridium_celatum,0.0469,+,0.017,No
Enterococcus_gallinarum,Clostridium_paraputrificum,0.1768,+,0.003,No
Enterococcus_gallinarum,Clostridium_perfringens,0.0298,+,0.042,No
Enterococcus_gallinarum,Clostridium_sp_CAG_411,0.0496,+,0.028,No
Enterococcus_gallinarum,Clostridium_sp_CAG_58,0.0649,-,0.048,Yes
Enterococcus_gallinarum,Clostridium_sp_CAG_632,0.0499,+,0.006,No
Enterococcus_gallinarum,Clostridium_sp_D5,0.0434,+,0.027,No
Enterococcus_gallinarum,Clostridium_ventriculi,0.0402,+,0.011,No
Enterococcus_gallinarum,Hungatella_hathewayi,0.1252,+,0.001,Yes
Enterococcus_gallinarum,Mogibacterium_timidum,0.0446,+,0.012,No
Enterococcus_gallinarum,Bacteroides_pectinophilus,0.03,+,0.008,No
Enterococcus_gallinarum,Clostridiales_bacterium_CHKCI001,0.0558,+,0.01,No
Enterococcus_gallinarum,Clostridiales_bacterium_CHKCI006,0.0302,+,0.015,No
Enterococcus_gallinarum,Lawsonibacter_asaccharolyticus,0.1155,-,0.004,No
Enterococcus_gallinarum,Eubacteriaceae_bacterium_CHKCI005,0.0317,+,0.049,No
Enterococcus_gallinarum,Eubacterium_eligens,0.093,-,0.009,Yes
Enterococcus_gallinarum,Eubacterium_ramulus,0.0671,-,0.045,Yes
Enterococcus_gallinarum,Eubacterium_sp_An11,0.0425,+,0.015,No
Enterococcus_gallinarum,Pseudoramibacter_alactolyticus,0.038,+,0.01,No
Enterococcus_gallinarum,Anaerosporobacter_mobilis,0.1875,+,0.001,No
Enterococcus_gallinarum,Anaerostipes_caccae,0.1019,+,0.008,No
Enterococcus_gallinarum,Anaerostipes_hadrus,0.0682,-,0.039,Yes
Enterococcus_gallinarum,Anaerostipes_sp_494a,0.0439,+,0.01,No
Enterococcus_gallinarum,Blautia_hansenii,0.0935,+,0.013,Yes
Enterococcus_gallinarum,Blautia_obeum,0.1159,-,0.003,No
Enterococcus_gallinarum,Blautia_producta,0.0718,+,0.044,No
Enterococcus_gallinarum,Blautia_sp_CAG_257,0.0897,+,0.017,No
Enterococcus_gallinarum,Blautia_sp_N6H1_15,0.1111,+,0.01,No
Enterococcus_gallinarum,Ruminococcus_gnavus,0.1332,+,0.002,No
Enterococcus_gallinarum,Ruminococcus_torques,0.0764,-,0.023,No
Enterococcus_gallinarum,Butyrivibrio_sp_CAG_318,0.0547,+,0.019,No
Enterococcus_gallinarum,Dorea_formicigenerans,0.087,-,0.01,No
Enterococcus_gallinarum,Dorea_sp_D27,0.0326,+,0.009,No
Enterococcus_gallinarum,Clostridium_aldenense,0.0725,+,0.037,No
Enterococcus_gallinarum,Clostridium_clostridioforme,0.1285,+,0.001,No
Enterococcus_gallinarum,Clostridium_hylemonae,0.1107,+,0.011,Yes
Enterococcus_gallinarum,Lachnoclostridium_sp_An14,0.0511,+,0.035,No
Enterococcus_gallinarum,Lachnospiraceae_bacterium_2_1_46FAA,0.0536,+,0.024,No
Enterococcus_gallinarum,Lachnospiraceae_bacterium_oral_taxon_096,0.0462,+,0.007,No
Enterococcus_gallinarum,Marvinbryantia_formatexigens,0.0446,+,0.01,No
Enterococcus_gallinarum,Robinsoniella_sp_RHS,0.2511,+,0.001,No
Enterococcus_gallinarum,Roseburia_faecis,0.0877,-,0.012,Yes
Enterococcus_gallinarum,Roseburia_hominis,0.1178,-,0.002,No
Enterococcus_gallinarum,Roseburia_inulinivorans,0.0975,-,0.002,Yes
Enterococcus_gallinarum,Roseburia_sp_CAG_303,0.037,+,0.014,No
Enterococcus_gallinarum,Tyzzerella_nexilis,0.0753,+,0.045,No
Enterococcus_gallinarum,Oscillibacter_sp_CAG_241,0.0717,-,0.034,No
Enterococcus_gallinarum,Oscillibacter_sp_PC13,0.0362,+,0.036,No
Enterococcus_gallinarum,Peptococcus_niger,0.0367,+,0.009,No
Enterococcus_gallinarum,Clostridioides_difficile,0.1896,+,0.001,No
Enterococcus_gallinarum,Intestinibacter_bartlettii,0.1313,+,0.001,No
Enterococcus_gallinarum,Clostridium_hiranonis,0.0547,+,0.037,No
Enterococcus_gallinarum,Peptostreptococcus_anaerobius,0.0289,+,0.03,No
Enterococcus_gallinarum,Peptostreptococcus_stomatis,0.0318,+,0.023,No
Enterococcus_gallinarum,Agathobaculum_butyriciproducens,0.0705,-,0.029,No
Enterococcus_gallinarum,Anaerofilum_sp_An201,0.0321,+,0.037,No
Enterococcus_gallinarum,Anaeromassilibacillus_sp_An172,0.0425,+,0.02,No
Enterococcus_gallinarum,Anaerotruncus_sp_CAG_528,0.0443,+,0.032,No
Enterococcus_gallinarum,Gemmiger_formicilis,0.0675,-,0.045,No
Enterococcus_gallinarum,Gemmiger_sp_An120,0.0672,+,0.008,No
Enterococcus_gallinarum,Gemmiger_sp_An87,0.0531,+,0.019,No
Enterococcus_gallinarum,Clostridium_leptum,0.1169,-,0.005,Yes
Enterococcus_gallinarum,Clostridium_methylpentosum,0.0743,+,0.04,No
Enterococcus_gallinarum,Eubacterium_siraeum,0.0909,-,0.008,No
Enterococcus_gallinarum,Ruminococcus_bromii,0.0681,-,0.048,No
